Production_Hours,Workforce_Size,Machine_Efficiency,Raw_Materials_Cost,Maintenance_Hours,Shift_Hours,Total_Production,Production Type,Production Line,Supplier,Date,Production_Volume_Per_Hour,Timestamp_Hour,Department,Equipment_Age_Category,Shift_Category,Project_Complexity,Quality_Risk_Level,Energy_Efficiency_Level,Production_Flexibility,Supply_Chain_Resilience
0.46,-0.08,-0.3,-0.63,-0.04,0.24,1.1, Consumer Goods,Line C,EuroTrade Supplies,14/03/2023,0.9,0,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.74,-0.66,-0.39,0.36,0.12,-0.37,-1.65, Industrial Equipment,Line D,NorthStar Manufacturing,27/01/2023,-5.07,20,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.18,0.82,0.46,0.96,1.03,0.64,3.9, Consumer Goods,Line C,Precision Parts Supply,15/12/2023,5.97,16,Logistics,New,Medium,Complex,Medium,Medium_Consumption,Moderate,High
-0.11,-0.37,-0.4,-0.33,-0.4,-0.78,-3.06, Consumer Goods,Line C,TechCore Suppliers,22/03/2023,-5.83,7,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.17,0.63,0.77,1.4,2.25,1.07,5.14, Industrial Equipment,Line D,Quantum Resource Group,25/03/2023,9.88,17,Quality_Control,New,High,Complex,Medium,High_Consumption,Moderate,High
0.25,-0.41,-0.56,-0.43,-1.21,-1.09,-2.72, Automotive Parts,Line B,Advanced Materials Inc.,18/07/2023,-3.7,15,Production,Old,Low,Moderate,Medium,Low_Consumption,Moderate,Medium
0.6,0.04,0.52,1,0.52,0.92,4.74, Precision Components,Line E,EuroTrade Supplies,12/02/2023,3.26,5,Production,New,High,Complex,Medium,Medium_Consumption,Moderate,High
-0.05,-0.81,-0.06,-0.48,-0.38,-0.03,0.29, Electronics,Line A,GlobalTech Components,20/09/2023,0.58,9,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.3,0.59,0.26,0.23,-0.62,-0.72,1.71, Precision Components,Line E,Advanced Materials Inc.,02/04/2023,1.41,9,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.64,-0.6,0.43,0.06,-0.39,0.49,-1.12, Electronics,Line A,MegaManufacturing Resources,05/12/2023,-1.57,4,Quality_Control,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.63,1.01,0.42,0.07,0.17,0.21,3.37, Precision Components,Line E,GlobalTech Components,25/03/2023,3.92,11,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Flexible,Medium
1.08,0.65,0.42,0.73,0.53,0.21,2.78, Consumer Goods,Line C,NorthStar Manufacturing,27/10/2023,1.21,19,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-2.49,-1.75,-2.15,-1.73,-1.79,-1.64,-11.45, Automotive Parts,Line B,GlobalTech Components,23/10/2023,13.82,16,Production,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
0.93,1.26,0.81,1.44,0.22,1.27,4.18, Consumer Goods,Line C,TechCore Suppliers,15/05/2023,3.03,13,Quality_Control,New,High,Complex,Medium,Medium_Consumption,Flexible,High
-0.4,-0.54,-0.38,-0.69,-0.64,-0.59,-2.51, Automotive Parts,Line B,Quantum Resource Group,08/10/2023,-5.83,13,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.2,0.47,-0.45,-0.52,-0.66,0.04,0.86, Industrial Equipment,Line D,Precision Parts Supply,28/02/2023,0.5,2,Maintenance,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.53,1.87,2.28,2.18,2.35,1.63,9.42, Electronics,Line A,Advanced Materials Inc.,25/12/2023,7.07,11,Logistics,New,High,Complex,High,High_Consumption,Flexible,High
-0.47,-0.74,-0.8,-1.04,-0.66,-0.98,-6.04, Electronics,Line A,GlobalTech Components,08/12/2023,-10.25,19,Production,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-2.1,-1.03,-1.21,-1.64,-1.66,-1.4,-7.35, Industrial Equipment,Line D,TechCore Suppliers,29/08/2023,10.65,17,Quality_Control,Old,Low,Simple,Low,Low_Consumption,Moderate,Low
-0.24,-0.4,-0.9,0.01,-0.3,-0.42,-1.68, Precision Components,Line E,Industrial Innovations LLC,08/12/2023,-4.22,11,Quality_Control,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.47,0.45,0.65,0.25,0.35,0.44,2.48, Industrial Equipment,Line D,GlobalTech Components,08/04/2023,1.35,1,Production,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.6,-0.51,-1.13,-0.69,-0.25,-0.71,-2.41, Industrial Equipment,Line D,GlobalTech Components,03/03/2023,3.22,1,Quality_Control,Old,Medium,Moderate,Low,Medium_Consumption,Moderate,Medium
-0.58,-0.32,-0.42,-0.29,-0.86,-0.4,-0.54, Automotive Parts,Line B,Apex Industrial Solutions,21/09/2023,-2.28,16,Production,Medium,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
-0.93,0.2,-0.41,-0.5,-0.2,-0.46,-2.99, Industrial Equipment,Line D,Advanced Materials Inc.,23/04/2023,-84.1,9,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.81,-0.89,-1.87,-1.12,-0.81,-0.69,-6.21, Electronics,Line A,Apex Industrial Solutions,26/05/2023,-52.89,17,Maintenance,Old,Medium,Simple,Low,Medium_Consumption,Moderate,Low
-0.3,-0.34,0.04,-0.43,-0.44,-0.39,-3.38, Consumer Goods,Line C,Apex Industrial Solutions,04/08/2023,-3.36,21,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.5,-0.31,-1.23,-0.53,-0.83,-0.73,-2.18, Automotive Parts,Line B,Quantum Resource Group,13/09/2023,-5.21,18,Maintenance,Old,Medium,Moderate,Low,Medium_Consumption,Moderate,Medium
0.37,-0.03,-0.35,-0.6,-0.67,-0.75,0.9, Automotive Parts,Line B,TechCore Suppliers,12/11/2023,0.53,20,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.88,-1.52,-0.89,-0.44,-0.82,0.07,-4.19, Precision Components,Line E,Apex Industrial Solutions,12/11/2023,-41.06,0,Logistics,Old,Medium,Moderate,Medium,Medium_Consumption,Rigid,Medium
-0.17,0.38,-0.17,0.33,0.26,-0.05,0.01, Consumer Goods,Line C,GlobalTech Components,28/12/2023,0.01,23,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.88,-0.58,-1.36,-0.42,-0.62,-1.62,-1.93, Automotive Parts,Line B,NorthStar Manufacturing,15/09/2023,-9.84,3,Production,Old,Low,Moderate,Low,Medium_Consumption,Moderate,Medium
-0.34,0.58,0.5,1.09,0.83,0.97,3.9, Industrial Equipment,Line D,NorthStar Manufacturing,13/07/2023,3.56,3,Quality_Control,New,High,Complex,Medium,Medium_Consumption,Moderate,High
-1.48,-0.84,-1.02,-1.92,-1.63,-2.12,-6.67, Automotive Parts,Line B,Industrial Innovations LLC,13/12/2023,11.14,1,Production,Old,Low,Simple,Medium,Low_Consumption,Moderate,Low
-0.4,0.04,0.9,0.56,0.2,0.05,-1, Automotive Parts,Line B,NorthStar Manufacturing,14/01/2023,-1.99,18,Logistics,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.59,0.42,-0.27,-0.44,-0.01,-0.51,0.99, Automotive Parts,Line B,Industrial Innovations LLC,31/10/2023,0.49,20,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.79,0.31,0.37,0.71,0.91,0.33,1.14, Precision Components,Line E,NorthStar Manufacturing,13/04/2023,1.21,11,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.88,1.16,1.64,1.21,1.46,1.08,4.91, Automotive Parts,Line B,MegaManufacturing Resources,02/09/2023,3.24,9,Production,New,High,Complex,High,High_Consumption,Flexible,High
0.46,-0.07,-0.93,-0.36,-0.59,-0.27,-2.09, Automotive Parts,Line B,Industrial Innovations LLC,02/09/2023,-2.15,12,Maintenance,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.25,-0.59,-0.06,-0.32,-0.23,0.26,-1.99, Precision Components,Line E,EuroTrade Supplies,08/11/2023,-1.87,21,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.3,-2.21,-1.92,-2.02,-1.09,-2.09,-9.16, Consumer Goods,Line C,Advanced Materials Inc.,25/09/2023,18.43,22,Maintenance,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
0.04,0.06,-0.92,-0.28,-0.23,-0.15,-3.83, Electronics,Line A,Advanced Materials Inc.,12/08/2023,-3.31,19,Maintenance,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.91,-1.58,-1.68,-1.54,-1.13,-2.17,-5.74, Precision Components,Line E,Advanced Materials Inc.,08/08/2023,-38.24,22,Logistics,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
-0.12,0.02,0.15,0.16,0.57,0.39,2.99, Precision Components,Line E,TechCore Suppliers,07/11/2023,5.41,14,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.08,0.32,-0.7,-0.22,-0.21,-0.04,-4.28, Automotive Parts,Line B,Quantum Resource Group,05/08/2023,-3.28,2,Maintenance,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.78,-0.52,-0.51,-0.46,-0.7,-1.01,-1.53, Automotive Parts,Line B,Precision Parts Supply,04/01/2023,-4.09,22,Logistics,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.12,1.11,1.17,0.65,1.4,0.96,3.81, Electronics,Line A,Quantum Resource Group,05/02/2023,1.62,19,Quality_Control,New,High,Moderate,High,High_Consumption,Flexible,Medium
0.66,0.3,0.9,0.13,0.4,0.69,4.1, Automotive Parts,Line B,Industrial Innovations LLC,27/06/2023,3.69,12,Production,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.94,-0.37,-1.54,-0.59,-0.92,-1.08,-4.63, Industrial Equipment,Line D,Quantum Resource Group,14/09/2023,-123.29,7,Production,Old,Low,Moderate,Low,Low_Consumption,Moderate,Medium
-1.33,-1.11,-0.46,-0.79,-0.96,-0.97,-4.55, Automotive Parts,Line B,NorthStar Manufacturing,17/01/2023,20.61,6,Logistics,Old,Medium,Moderate,Medium,Low_Consumption,Rigid,Medium
0.54,-0.07,0.85,-0.5,-0.04,-0.01,0.33, Automotive Parts,Line B,Industrial Innovations LLC,18/07/2023,0.11,23,Quality_Control,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.28,-0.88,-1.36,-1.06,-0.9,-1.28,-2.6, Industrial Equipment,Line D,Quantum Resource Group,14/11/2023,-6.12,7,Maintenance,Old,Low,Simple,Low,Low_Consumption,Moderate,Low
0.05,0.92,0.43,0.37,0.19,-0.24,-0.84, Electronics,Line A,Quantum Resource Group,17/02/2023,-1.29,17,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Flexible,Medium
0.82,1.9,1.52,1.8,2.03,1.32,8.78, Industrial Equipment,Line D,Apex Industrial Solutions,03/03/2023,8.69,8,Maintenance,New,High,Complex,High,High_Consumption,Flexible,High
0.19,0.17,-0.34,0.02,0.09,0.02,2.08, Precision Components,Line E,MegaManufacturing Resources,10/03/2023,1.92,5,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.4,-0.54,-0.62,-0.63,-0.41,-0.46,-1.23, Industrial Equipment,Line D,TechCore Suppliers,27/05/2023,-1.22,3,Maintenance,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.69,0.56,0.56,-0.03,-0.2,-0.1,5.36, Consumer Goods,Line C,Industrial Innovations LLC,25/12/2023,5.06,14,Logistics,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.98,-0.85,-1.32,-1.21,-0.68,-1.52,-6.39, Precision Components,Line E,Precision Parts Supply,11/06/2023,-164.99,4,Quality_Control,Old,Low,Simple,Low,Medium_Consumption,Moderate,Low
0.39,1.85,1.38,1.32,0.76,0.95,7.18, Automotive Parts,Line B,Advanced Materials Inc.,15/08/2023,2.59,4,Quality_Control,New,High,Complex,High,Medium_Consumption,Flexible,High
1.72,1.35,1.53,1.61,1.97,1.88,8.11, Precision Components,Line E,GlobalTech Components,13/12/2023,4.47,6,Maintenance,New,High,Complex,High,High_Consumption,Flexible,High
2.13,2.12,1.79,1.27,1.48,2.3,11.35, Electronics,Line A,EuroTrade Supplies,18/08/2023,6.52,8,Quality_Control,New,High,Complex,High,High_Consumption,Flexible,High
1.67,2.85,2.25,2.84,2.52,1.99,11.58, Electronics,Line A,Quantum Resource Group,27/06/2023,6.5,6,Maintenance,New,High,Complex,High,High_Consumption,Flexible,High
0.21,0.04,1.45,0.67,0.24,-0.01,1.47, Industrial Equipment,Line D,Advanced Materials Inc.,11/12/2023,2.19,8,Quality_Control,New,Medium,Moderate,High,Medium_Consumption,Moderate,Medium
-0.94,-1.07,-0.82,-1.15,-1.04,-1.05,-2.65, Precision Components,Line E,NorthStar Manufacturing,25/02/2023,-41.89,19,Production,Old,Medium,Simple,Medium,Low_Consumption,Moderate,Low
-0.77,-0.62,-0.32,-0.7,-0.74,-0.31,-3.72, Automotive Parts,Line B,EuroTrade Supplies,19/03/2023,-31.11,9,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
2.33,1.61,1.33,1.92,1.33,1.4,5.64, Electronics,Line A,MegaManufacturing Resources,27/09/2023,1.02,3,Logistics,New,High,Complex,High,High_Consumption,Flexible,High
2.73,2.76,2.27,1.92,1.24,1.04,8.88, Automotive Parts,Line B,Advanced Materials Inc.,25/07/2023,2.62,5,Production,New,High,Complex,High,High_Consumption,Flexible,High
-0.38,-0.29,-0.35,-0.53,-0.59,-0.78,-1.3, Consumer Goods,Line C,Apex Industrial Solutions,08/10/2023,-1.04,23,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.99,-0.42,0.84,0.02,-0.2,-0.12,3.44, Electronics,Line A,Advanced Materials Inc.,16/08/2023,2.43,13,Quality_Control,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.47,0.22,0.11,0.35,0.12,-0.24,0.25, Industrial Equipment,Line D,MegaManufacturing Resources,27/08/2023,0.86,8,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.36,0.82,0.68,1.02,0.94,1.59,6.85, Consumer Goods,Line C,Advanced Materials Inc.,15/10/2023,6.03,0,Quality_Control,New,High,Complex,Medium,Medium_Consumption,Moderate,High
-0.48,-0.47,-0.87,-0.7,-1.06,-0.47,-5.76, Precision Components,Line E,Quantum Resource Group,23/03/2023,-19.84,16,Maintenance,Old,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
-1.12,-0.57,-1.11,-1.36,-1.15,-1.34,-6.29, Automotive Parts,Line B,Advanced Materials Inc.,30/11/2023,78.21,12,Logistics,Old,Low,Simple,Low,Low_Consumption,Moderate,Low
0.07,-0.08,-0.11,0.21,0.56,0.27,0.23, Electronics,Line A,Apex Industrial Solutions,07/09/2023,0.11,23,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.93,1.52,1.91,1.91,1.46,1.85,8.54, Consumer Goods,Line C,TechCore Suppliers,12/07/2023,4.37,6,Logistics,New,High,Complex,High,High_Consumption,Flexible,High
1.51,1.04,1.51,1.37,1.59,1.97,7.59, Consumer Goods,Line C,MegaManufacturing Resources,16/04/2023,5.44,8,Logistics,New,High,Complex,High,High_Consumption,Flexible,High
-0.28,-0.56,0.6,0.5,0.61,0.59,2.48, Electronics,Line A,Apex Industrial Solutions,08/07/2023,6.94,10,Quality_Control,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.2,-1.63,-2.06,-1.33,-1.44,0.05,-7.01, Precision Components,Line E,Industrial Innovations LLC,03/10/2023,24.27,2,Maintenance,Old,Medium,Simple,Low,Low_Consumption,Rigid,Low
-0.32,-0.58,0.21,-0.07,-0.29,-0.14,-0.69, Precision Components,Line E,Advanced Materials Inc.,15/03/2023,-1.92,11,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.05,-0.42,-0.71,-1.65,-1.29,-1.77,-4.98, Industrial Equipment,Line D,Precision Parts Supply,10/01/2023,-4.18,20,Quality_Control,Old,Low,Simple,Medium,Low_Consumption,Moderate,Low
0.59,0.5,0.31,1.05,0.74,0.69,1.53, Precision Components,Line E,Advanced Materials Inc.,03/05/2023,0.68,2,Maintenance,Medium,Medium,Complex,Medium,Medium_Consumption,Moderate,High
0,0.09,0.02,-0.33,-0.01,0.23,-0.19, Industrial Equipment,Line D,MegaManufacturing Resources,04/08/2023,-0.31,14,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.91,0.19,0.22,0.82,0.71,0.83,2.79, Consumer Goods,Line C,EuroTrade Supplies,17/10/2023,1.17,20,Maintenance,Medium,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.31,-0.2,0.08,-0.29,-0.39,-0.37,-1.5, Electronics,Line A,Apex Industrial Solutions,09/02/2023,-4.13,9,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0,-0.52,-0.84,-0.33,-0.46,0.69,-1.12, Precision Components,Line E,Precision Parts Supply,12/07/2023,-1.35,0,Production,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.52,-0.56,-0.96,-1.01,-1,-1.34,-4.33, Industrial Equipment,Line D,Industrial Innovations LLC,07/05/2023,-12.57,13,Quality_Control,Old,Low,Moderate,Medium,Low_Consumption,Moderate,Medium
-0.06,-0.47,-0.58,-0.57,-0.92,-0.82,-3.6, Consumer Goods,Line C,NorthStar Manufacturing,16/10/2023,-3.44,19,Logistics,Old,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
0.91,0.44,1.29,1.55,2.02,1.84,8.95, Precision Components,Line E,Industrial Innovations LLC,12/03/2023,5.15,5,Quality_Control,New,High,Complex,High,High_Consumption,Moderate,High
0.75,0.91,0.62,-0.02,0.16,0.13,-0.01, Automotive Parts,Line B,Apex Industrial Solutions,17/05/2023,-0.01,1,Quality_Control,New,Medium,Moderate,Medium,Medium_Consumption,Flexible,Medium
-0.84,-1.35,-0.85,-0.56,-0.8,-1.42,-6.08, Consumer Goods,Line C,EuroTrade Supplies,24/05/2023,-23.28,22,Maintenance,Old,Low,Moderate,Medium,Medium_Consumption,Rigid,Medium
-0.66,-0.35,-1,0.24,-0.18,-0.17,3.21, Precision Components,Line E,Apex Industrial Solutions,20/12/2023,16.13,7,Quality_Control,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.98,1.14,0.6,0.83,0.85,0.64,2.27, Consumer Goods,Line C,GlobalTech Components,26/10/2023,1.37,0,Maintenance,New,Medium,Moderate,Medium,Medium_Consumption,Flexible,Medium
-0.39,-0.34,0.28,-0.12,0.37,-0.03,-2.61, Electronics,Line A,Precision Parts Supply,11/12/2023,-2.58,3,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.69,2.67,3.02,2.58,2.38,1.97,13.09, Electronics,Line A,EuroTrade Supplies,26/09/2023,2.92,3,Quality_Control,New,High,Complex,High,High_Consumption,Flexible,High
0.14,0.37,-0.48,-0.05,-0.37,0.28,-3.82, Electronics,Line A,Precision Parts Supply,19/05/2023,-1.68,4,Logistics,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.62,-0.18,-0.3,-0.45,-0.29,-0.62,-2.46, Automotive Parts,Line B,Apex Industrial Solutions,21/02/2023,-5.79,19,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.9,-0.23,-0.24,-0.35,-0.39,-0.22,3.4, Electronics,Line A,TechCore Suppliers,17/01/2023,3.21,8,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.29,0.34,-0.59,-0.15,0.23,-0.52,-3.62, Automotive Parts,Line B,Precision Parts Supply,14/06/2023,-3.05,22,Quality_Control,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.72,0.21,-0.2,0.32,0.39,0.57,-3.09, Electronics,Line A,GlobalTech Components,13/01/2023,-16.78,12,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.04,0.92,1.23,1.19,0.99,1.67,3.15, Consumer Goods,Line C,Quantum Resource Group,09/07/2023,2.47,17,Maintenance,New,High,Complex,High,Medium_Consumption,Flexible,High
0.74,1.53,1.27,0.64,0.8,1.23,6.73, Precision Components,Line E,EuroTrade Supplies,06/12/2023,6.94,16,Production,New,High,Moderate,High,Medium_Consumption,Flexible,Medium
0.26,0.63,0.74,0.73,0.85,1.32,5.76, Precision Components,Line E,GlobalTech Components,19/12/2023,5.5,0,Quality_Control,New,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.13,0.88,-0.45,0.55,0.56,0.12,0.49, Electronics,Line A,GlobalTech Components,28/12/2023,0.31,21,Quality_Control,Old,Medium,Moderate,Medium,Medium_Consumption,Flexible,Medium
-1.73,-2.06,-1.99,-1.6,-2.08,-1.86,-8.09, Precision Components,Line E,NorthStar Manufacturing,18/12/2023,17.8,14,Logistics,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
2.82,2.22,1.59,2.08,1.8,1.87,12.67, Electronics,Line A,TechCore Suppliers,21/09/2023,2.65,1,Maintenance,New,High,Complex,High,High_Consumption,Flexible,High
1.5,1.29,2.35,1.4,1.41,0.98,10.57, Electronics,Line A,Advanced Materials Inc.,08/11/2023,7.19,15,Quality_Control,New,High,Complex,High,High_Consumption,Flexible,High
-0.4,-0.22,-0.43,-0.73,-0.72,0.13,-2.37, Industrial Equipment,Line D,TechCore Suppliers,09/08/2023,-3.59,19,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.03,-0.83,-0.87,-0.74,-0.72,0.17,-7.4, Industrial Equipment,Line D,MegaManufacturing Resources,14/04/2023,179.72,21,Maintenance,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.37,0.47,-0.04,0.01,0.24,0.73,-0.02, Industrial Equipment,Line D,NorthStar Manufacturing,05/12/2023,-0.01,4,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.55,0.52,0.58,0.06,0.02,0.91,1.44, Automotive Parts,Line B,Apex Industrial Solutions,17/07/2023,0.65,21,Logistics,New,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.04,0.08,0.44,0.84,0.35,0.23,1.18, Industrial Equipment,Line D,Apex Industrial Solutions,27/10/2023,1.36,18,Production,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.33,-1.27,-2.15,-1.12,-1.13,-0.93,-6.89, Electronics,Line A,Industrial Innovations LLC,25/12/2023,10.46,4,Maintenance,Old,Medium,Simple,Low,Low_Consumption,Rigid,Low
2.15,2.24,1.42,1.52,1.86,1.84,11.06, Consumer Goods,Line C,Advanced Materials Inc.,18/06/2023,2.81,1,Quality_Control,New,High,Complex,High,High_Consumption,Flexible,High
0.41,0.83,0.65,-0.29,0.09,0.61,4.17, Industrial Equipment,Line D,MegaManufacturing Resources,29/05/2023,4.44,6,Maintenance,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.02,-1.95,-1.67,-1.4,-1.6,-1.4,-7.73, Industrial Equipment,Line D,Precision Parts Supply,06/09/2023,325.41,2,Quality_Control,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
0.89,0.35,-0.49,0.15,0.05,-0.23,2.53, Consumer Goods,Line C,TechCore Suppliers,13/09/2023,2.4,16,Logistics,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.53,-0.96,-1.61,-0.94,-0.79,-0.12,-3.42, Electronics,Line A,EuroTrade Supplies,11/02/2023,-3.65,23,Production,Old,Medium,Moderate,Low,Medium_Consumption,Moderate,Medium
-1.77,-1.06,-1.35,-0.7,-0.68,-1.38,-5.62, Automotive Parts,Line B,GlobalTech Components,21/07/2023,3.63,23,Logistics,Old,Low,Moderate,Low,Medium_Consumption,Moderate,Medium
0.48,0.3,0.56,0.6,0.61,0.26,3.94, Industrial Equipment,Line D,Precision Parts Supply,01/09/2023,1.86,2,Maintenance,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.72,0.44,1.44,1.17,1.03,1.27,5.17, Consumer Goods,Line C,Industrial Innovations LLC,06/06/2023,4.5,12,Quality_Control,New,High,Complex,High,Medium_Consumption,Moderate,High
1.34,1.17,2.03,1.94,1.75,1.42,11.63, Electronics,Line A,TechCore Suppliers,13/10/2023,7.46,6,Maintenance,New,High,Complex,High,High_Consumption,Flexible,High
-1,-0.39,-0.95,-0.74,-1.19,-0.11,-6.16, Precision Components,Line E,EuroTrade Supplies,09/10/2023,-1206.2,23,Maintenance,Old,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
-0.3,-0.19,-0.43,0.22,-0.2,0.41,-1.3, Automotive Parts,Line B,Industrial Innovations LLC,26/08/2023,-1.3,2,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.06,-1.22,-0.21,-0.34,-0.28,-0.55,-3.21, Consumer Goods,Line C,GlobalTech Components,19/01/2023,81,14,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Rigid,Medium
-0.89,-1.22,-1.63,-2,-2.82,-2.56,-8.4, Consumer Goods,Line C,NorthStar Manufacturing,22/02/2023,-121.05,17,Production,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
0.72,0.84,0.36,0.19,-0.31,0,3.74, Consumer Goods,Line C,Advanced Materials Inc.,26/03/2023,4.12,9,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.66,-1.29,-0.79,-0.68,-0.83,-0.44,-3.87, Industrial Equipment,Line D,NorthStar Manufacturing,30/09/2023,-6.87,22,Maintenance,Old,Medium,Moderate,Medium,Medium_Consumption,Rigid,Medium
0.02,0.14,-0.63,-0.51,-0.52,-1.05,-4.69, Precision Components,Line E,EuroTrade Supplies,26/12/2023,-6.88,6,Quality_Control,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.26,-0.5,-0.89,-0.64,-0.46,-1.14,-1.73, Automotive Parts,Line B,NorthStar Manufacturing,01/08/2023,-4.18,8,Production,Old,Low,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.72,-0.63,-0.65,-1.02,-0.87,-1.07,-2.76, Electronics,Line A,EuroTrade Supplies,27/12/2023,-4.99,4,Quality_Control,Old,Low,Moderate,Medium,Low_Consumption,Moderate,Medium
-0.43,-0.8,-0.75,-0.13,-0.51,-1.3,-6.72, Electronics,Line A,MegaManufacturing Resources,14/04/2023,-10.62,19,Quality_Control,Old,Low,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.09,0.15,0.81,0.57,0.29,0.76,2.23, Precision Components,Line E,MegaManufacturing Resources,11/07/2023,3.49,7,Production,New,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.32,-0.83,-0.36,-0.37,-0.36,-0.61,-6, Consumer Goods,Line C,Quantum Resource Group,26/06/2023,26.4,13,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
